,Annual Income,Kids at Home,Teens at Home,Days as Customer,Customer Recency,Wine,Fruit,Meat,Fish,Sweets,Gold,Deals Purchased,Web Purchases,Catalog Purchases,Store Purchases,Monthly Web Visits,Cluster
1390,53761.0,1,1,2872,7,158,0,76,13,7,71,6,4,4,3,5,0
1391,22682.0,1,0,2880,51,10,14,29,4,2,36,3,2,1,4,4,1
1392,38887.0,1,0,2730,17,25,1,13,0,0,3,1,1,0,3,7,1
1393,41658.0,1,1,3208,30,8,4,12,15,4,29,2,1,1,2,4,1
1394,29791.0,1,0,2656,21,14,0,6,0,0,0,2,2,0,3,5,1
1395,63915.0,0,2,2945,2,622,7,115,30,0,15,2,6,3,12,5,0
1396,39996.0,1,1,2649,85,11,0,3,0,0,1,1,1,0,2,6,1
1397,26759.0,1,0,2753,65,25,3,16,8,5,2,2,2,1,3,6,1
1398,63841.0,0,1,3045,64,635,15,100,20,7,131,1,9,3,9,6,0
1399,51039.0,1,1,3177,11,100,64,79,65,0,109,2,6,2,4,7,0
1400,60544.0,1,1,3284,92,201,2,43,3,5,35,4,5,1,5,6,0
1401,65685.0,0,1,2703,54,642,14,49,0,7,57,1,9,2,9,5,0
1402,37716.0,0,1,2680,4,97,1,41,6,2,41,2,4,1,3,7,1
1403,36864.0,0,1,3296,53,204,5,39,17,0,89,3,5,2,4,8,0
1404,44511.0,1,0,3236,39,513,7,133,46,14,14,6,8,4,8,8,0
1405,36947.0,1,1,3302,49,88,3,21,4,1,29,4,3,0,4,9,1
1406,47352.0,0,1,3055,70,172,12,112,8,0,15,4,6,1,5,7,0
1407,67087.0,0,1,2805,40,329,35,222,130,35,43,2,7,5,8,4,0
1408,57045.0,0,1,3270,40,296,13,104,11,13,17,3,4,2,9,3,0
1409,36957.0,1,1,3272,43,100,2,16,2,1,31,4,3,2,2,9,1
1410,69389.0,0,1,3250,17,422,7,238,69,46,15,1,7,2,12,4,0
1411,80134.0,1,0,3016,40,1218,16,272,104,0,80,2,5,3,6,6,2
1412,43142.0,1,1,2742,84,5,1,7,2,1,4,1,1,0,2,7,1
1413,80589.0,0,0,2769,25,507,93,520,242,40,26,1,5,10,5,1,2
1414,34412.0,1,0,3112,62,52,12,50,4,36,55,3,5,0,3,9,1
1415,57537.0,1,0,2995,83,191,56,139,51,8,100,4,4,3,8,4,0
1416,22634.0,0,0,3140,47,2,23,11,8,6,46,1,2,1,2,8,1
1417,51315.0,0,0,2737,45,68,28,39,16,30,41,1,2,2,5,2,1
1418,36026.0,2,1,2716,34,20,4,10,6,4,17,2,2,0,3,6,1
1419,24639.0,1,1,2763,3,20,3,16,0,4,1,3,2,0,4,6,1
1420,34578.0,2,1,2690,1,7,0,1,0,0,0,1,1,0,2,6,1
1421,65704.0,0,0,2870,18,279,172,74,38,8,246,1,2,10,10,1,2
1422,63810.0,0,1,3206,45,977,12,253,16,12,101,4,4,3,12,8,0
1423,54132.0,0,1,2744,81,30,1,8,0,0,3,1,1,0,3,7,1
1424,18690.0,0,0,3159,77,6,1,7,23,4,19,1,1,1,2,8,1
1425,28164.0,1,0,3032,23,3,18,26,11,8,12,3,2,0,4,7,1
1426,34596.0,1,0,3053,48,14,0,2,0,0,7,1,1,0,2,8,1
1427,43269.0,1,0,2897,61,10,1,7,0,0,1,1,1,0,2,8,1
1428,38741.0,1,1,2702,60,7,10,17,8,6,13,2,2,0,3,7,1
1429,31907.0,0,0,3093,75,33,87,64,175,16,74,1,6,1,6,7,0
1430,27100.0,1,0,3061,64,12,0,13,2,0,10,1,1,0,3,7,1
1431,31163.0,1,0,2747,54,2,3,10,11,2,10,1,1,0,3,6,1
1432,92533.0,0,0,2803,84,693,21,118,110,147,42,1,6,5,11,2,2
1433,34853.0,1,1,2799,75,9,3,15,2,3,2,2,2,0,3,6,1
1434,70844.0,1,1,2853,16,129,26,67,3,67,2,5,6,1,5,7,0
1435,31086.0,1,1,3032,79,16,2,11,3,0,16,2,1,1,2,8,1
1436,60544.0,1,1,3284,92,201,2,43,3,5,35,4,5,1,5,6,0
1437,20491.0,0,0,3131,16,5,4,5,4,2,10,1,0,1,2,7,1
1438,42523.0,0,0,2678,96,14,36,11,3,26,35,1,1,1,4,2,1
1439,39922.0,1,0,3111,30,29,12,59,19,1,36,2,3,0,4,8,1
1440,33402.0,1,1,2957,60,26,2,19,10,5,8,3,2,1,3,8,1
1441,36408.0,1,1,2892,11,9,1,4,3,2,3,1,1,0,2,6,1
1442,21645.0,1,0,3275,75,14,0,23,4,5,19,3,3,0,3,9,1
1443,78427.0,0,0,3224,36,972,19,595,180,26,138,3,3,7,10,3,2
1444,82657.0,0,0,2886,71,966,168,672,246,105,126,1,7,5,10,4,2
1445,51876.0,0,0,2868,88,99,27,102,28,48,6,1,2,2,8,1,1
1446,78041.0,0,0,3171,93,482,35,553,72,160,17,1,4,4,9,2,2
1447,52852.0,0,1,3186,93,714,8,99,11,0,47,4,10,7,5,8,0
1448,70038.0,0,0,2858,54,587,54,348,71,54,130,1,4,4,8,2,2
1449,69401.0,0,1,2709,41,399,27,159,58,8,39,4,4,4,5,2,0
1450,46053.0,1,0,3108,46,56,10,92,19,7,25,3,3,2,4,5,1
1451,77343.0,0,0,2631,28,227,151,573,98,54,31,1,3,4,9,1,2
1452,73892.0,0,0,2839,40,703,102,601,0,58,43,1,3,11,8,1,2
1453,40304.0,1,0,2883,82,37,0,17,0,0,3,1,2,0,3,7,1
1454,32727.0,0,0,3281,38,167,13,180,86,13,70,2,7,3,5,8,0
1455,68695.0,0,0,2615,3,458,81,356,106,50,40,1,4,4,7,2,2
1456,43300.0,0,1,3235,87,91,3,52,2,1,31,3,4,0,4,8,1
1457,26290.0,1,1,3144,49,15,8,16,11,5,22,4,2,0,4,6,1
1458,93790.0,0,0,2748,16,1302,68,731,89,114,45,0,6,7,12,2,2
1459,38410.0,0,0,3264,65,153,64,123,116,64,14,2,5,2,9,6,0
1460,64866.0,0,1,2765,9,508,5,21,7,5,10,4,7,3,7,5,0
1461,57957.0,0,1,2925,24,290,59,177,77,5,29,7,4,6,8,3,0
1462,46015.0,1,1,2688,25,38,0,2,0,0,6,1,1,0,3,7,1
1463,16531.0,1,0,2622,43,2,13,6,7,5,11,3,3,0,3,7,1
1464,28072.0,1,0,2967,10,30,0,10,2,0,5,1,1,0,3,7,1
1465,49476.0,0,1,2985,29,386,23,95,54,41,196,4,2,11,5,2,0
1466,50725.0,0,1,3112,45,443,10,75,0,10,48,4,8,1,8,8,0
1467,83844.0,0,0,3024,57,901,31,345,75,31,191,1,4,4,11,1,2
1468,41145.0,1,1,2752,20,9,0,3,0,0,1,1,0,0,3,3,1
1469,67419.0,0,1,3140,29,846,84,352,91,56,42,4,9,4,8,5,0
1470,23162.0,1,1,2801,82,8,3,9,19,4,22,3,1,1,3,6,1
1471,34380.0,1,0,3034,68,72,7,58,13,1,24,4,4,1,3,8,1
1472,34704.0,0,1,3039,65,29,0,5,0,1,5,1,1,0,3,5,1
1473,94871.0,0,2,3277,99,169,24,553,188,0,144,1,8,5,4,7,0
1474,65148.0,0,1,3201,9,460,35,422,33,12,153,2,6,6,7,4,0
1475,39898.0,0,1,3113,20,69,8,26,12,7,12,2,3,0,4,7,1
1476,64857.0,0,0,3194,78,556,14,717,210,0,43,1,7,5,10,4,2
1477,59892.0,0,1,2850,26,73,0,13,0,1,0,1,2,1,3,3,1
1478,41020.0,0,0,2855,68,112,1,54,7,7,36,1,3,2,4,3,1
1479,57072.0,0,1,2767,79,944,0,60,0,0,30,2,7,5,13,5,0
1480,60474.0,0,1,3065,25,265,199,303,234,9,170,7,10,2,12,7,2
1481,62807.0,0,1,3278,83,526,28,135,10,21,99,3,5,3,12,5,0
1482,19414.0,1,0,2867,32,2,3,12,3,5,7,1,1,0,3,8,1
1483,19107.0,1,0,2922,49,2,4,9,10,5,16,2,1,0,3,7,1
1484,75484.0,0,1,3307,50,378,97,259,197,194,34,2,7,3,6,4,2
1485,70379.0,0,1,3094,84,553,25,142,65,67,8,3,6,3,13,4,0
1486,79419.0,0,0,2618,96,751,127,687,20,15,31,1,4,6,4,2,2
1487,64014.0,2,1,2630,56,406,0,30,0,0,8,7,8,2,5,7,0
1488,76998.0,0,1,3145,85,1449,89,161,69,35,107,2,11,8,8,6,2
1489,49854.0,1,0,2842,63,123,17,171,39,0,30,5,6,2,5,6,1
1490,60585.0,1,1,2981,17,267,42,309,55,42,21,10,7,4,9,5,0
1491,42873.0,1,1,3135,11,209,0,40,3,2,15,4,6,1,4,8,0
1492,87679.0,0,0,2948,62,1259,172,815,97,148,33,1,7,11,10,4,2
1493,57867.0,1,0,2882,48,344,35,178,15,23,17,7,7,2,9,6,0
1494,35765.0,1,0,2811,86,22,3,30,0,5,15,2,2,0,4,6,1
1495,65492.0,0,0,2765,73,247,161,295,210,85,47,2,4,7,13,2,2
1496,32952.0,1,0,2821,36,38,0,12,3,1,1,1,2,0,3,7,1
1497,53374.0,0,1,3293,34,896,10,101,13,10,34,6,4,2,9,9,0
1498,71706.0,0,1,3204,16,931,56,253,91,98,14,4,9,5,7,5,0
1499,68487.0,0,0,3143,48,758,12,385,33,89,89,1,9,7,13,4,2
1500,53253.0,1,1,3114,61,216,9,57,20,9,125,7,4,3,5,5,0
1501,31163.0,1,0,2747,54,2,3,10,11,2,10,1,1,0,3,6,1
1502,42014.0,1,0,3292,56,244,15,108,4,15,50,6,7,1,6,8,0
1503,54108.0,1,1,3212,74,539,6,91,8,6,97,13,8,2,9,8,0
1504,49667.0,0,0,3289,35,1181,26,120,17,13,39,2,5,10,5,8,0
1505,63206.0,0,0,2712,65,750,8,125,11,8,26,1,4,3,6,2,0
1506,57136.0,1,1,2966,48,306,5,109,21,109,92,9,5,2,10,6,0
1507,46772.0,0,1,3210,88,350,104,189,197,151,57,6,11,8,5,8,2
1508,78931.0,0,0,2858,19,331,197,170,58,152,35,1,2,8,13,1,2
1509,53977.0,0,1,2997,21,620,16,165,0,24,82,5,5,5,12,5,0
1510,84219.0,0,0,2758,27,434,137,400,45,137,45,1,3,4,10,1,2
1511,46098.0,1,1,3291,86,57,0,27,0,0,36,4,3,2,2,8,1
1512,73538.0,0,1,3192,92,811,76,428,99,137,107,3,10,4,9,7,2
1513,79529.0,0,0,2674,1,423,42,706,73,197,197,1,4,8,9,2,2
1514,20981.0,0,0,3036,14,2,12,10,6,13,30,1,3,1,2,8,1
1515,51766.0,1,0,2721,74,60,51,87,6,20,51,2,4,2,4,5,1
1516,55759.0,0,1,3189,84,675,0,85,10,7,77,5,10,3,8,8,0
1517,33039.0,1,0,2904,4,30,8,12,8,8,12,1,2,0,4,5,1
1518,37787.0,1,0,2893,50,40,1,40,4,3,18,1,3,0,3,8,1
1519,27242.0,1,0,3206,2,3,17,26,20,1,39,2,2,0,3,9,1
1520,87188.0,0,0,3002,73,910,111,724,49,74,55,1,10,2,6,3,2
1521,69930.0,0,0,3010,21,252,98,827,219,70,196,1,4,5,12,3,2
1522,37697.0,1,0,2753,82,34,6,21,11,4,8,1,2,1,3,6,1
1523,37401.0,1,0,2665,14,19,3,19,3,1,3,2,2,0,3,7,1
1524,3502.0,1,0,3053,56,2,1,1,0,0,1,0,0,0,0,14,1
1525,58597.0,1,1,3197,20,490,0,184,10,28,21,12,7,4,9,7,0
1526,82032.0,0,0,2696,54,332,194,377,149,125,57,0,4,6,7,1,2
1527,28087.0,1,1,3176,77,53,8,17,13,0,21,3,2,2,2,7,1
1528,74004.0,0,0,2736,5,784,48,560,42,176,48,1,4,6,4,3,2
1529,19740.0,0,1,3073,65,7,11,3,10,4,20,2,1,1,3,5,1
1530,57036.0,0,1,3176,33,1171,43,219,19,14,47,4,6,3,13,9,0
1531,53083.0,1,1,3021,65,215,7,33,3,0,13,6,5,1,5,7,0
1532,69283.0,0,1,2626,41,674,62,134,0,26,8,4,7,3,13,5,0
1533,46098.0,1,1,3291,86,57,0,27,0,0,36,4,3,2,2,8,1
1534,23331.0,1,0,3274,92,5,36,7,0,10,45,2,3,0,3,8,1
1535,23331.0,1,0,3243,97,104,20,101,24,15,5,6,5,1,5,9,1
1536,9255.0,1,0,2802,91,9,0,7,2,0,4,1,1,1,2,8,1
1537,67786.0,0,0,2815,0,431,82,441,80,20,102,1,3,6,6,1,2
1538,71969.0,0,1,3232,59,1000,0,76,0,0,10,3,3,4,9,8,0
1539,59235.0,1,0,3144,4,448,40,469,80,0,91,3,11,2,12,7,0
1540,31928.0,1,0,2704,5,33,4,24,4,2,5,2,3,0,4,7,1
1541,74881.0,1,1,3089,48,505,72,270,36,27,54,4,9,2,12,5,0
1542,65819.0,0,0,3188,99,267,38,701,149,165,63,1,5,4,10,3,2
1543,51411.0,1,2,3010,81,14,0,3,0,0,1,1,0,0,3,5,1
1544,51983.0,0,1,3278,95,631,0,115,10,7,30,3,9,2,10,7,0
1545,42386.0,1,0,3143,43,65,4,16,0,4,11,1,3,0,3,8,1
1546,30390.0,0,0,2911,5,10,12,12,25,1,20,1,2,0,3,6,1
1547,30983.0,0,0,3208,50,51,4,50,12,1,49,1,4,0,3,8,1
1548,66033.0,0,1,3136,76,293,35,179,46,59,65,2,8,3,7,7,0
1549,37284.0,1,1,3068,46,11,1,2,2,1,6,1,0,0,3,6,1
1550,57530.0,0,1,2871,68,50,1,27,6,7,1,1,1,1,4,1,1
1551,76800.0,0,0,2724,33,173,26,255,35,71,81,1,4,4,7,1,2
1552,63943.0,0,1,3276,50,423,184,368,13,97,21,1,6,4,6,5,2
1553,76081.0,0,0,2648,85,292,30,415,63,33,200,1,4,5,4,2,2
1554,67445.0,0,1,3297,63,757,80,217,29,80,11,5,9,6,12,6,0
1555,37054.0,1,1,2898,89,12,1,6,0,1,5,2,1,0,3,7,1
1556,47175.0,1,1,3220,81,167,2,44,6,2,19,7,4,2,4,8,0
1557,31859.0,1,0,2991,77,3,1,3,8,0,5,1,1,0,2,7,1
1558,27215.0,2,1,3133,50,30,5,22,8,9,28,4,2,1,4,6,1
1559,70179.0,0,1,2954,10,532,88,168,69,44,133,3,7,3,13,5,0
1560,39922.0,1,0,3111,30,29,12,59,19,1,36,2,3,0,4,8,1
1561,49681.0,0,2,2848,66,411,0,26,0,0,21,6,7,1,7,7,0
1562,24645.0,1,0,3216,16,5,3,4,4,1,0,1,1,0,2,8,1
1563,79865.0,0,1,2622,12,71,99,278,185,121,38,1,5,10,5,1,2
1564,44322.0,1,0,2624,30,46,0,40,3,0,3,2,3,0,3,8,1
1565,47958.0,0,1,3137,8,268,11,88,15,3,22,2,6,3,5,5,0
1566,63972.0,0,1,3185,93,928,63,254,0,12,12,4,5,4,10,4,0
1567,75315.0,0,1,2686,14,459,15,171,142,23,31,2,5,4,12,2,2
1568,55517.0,1,1,3251,53,483,0,108,0,6,36,5,11,1,6,9,0
1569,75283.0,1,2,3070,26,733,9,180,12,19,66,11,6,3,5,4,0
1570,82800.0,0,0,3193,23,1006,22,115,59,68,45,1,7,6,12,3,2
1571,38998.0,1,1,3214,92,34,1,14,0,0,5,3,2,0,3,8,1
1572,90638.0,0,0,2747,29,1156,120,915,94,144,96,1,3,4,10,1,2
1573,27161.0,1,0,2855,41,7,4,23,7,0,11,1,1,0,3,7,1
1574,42014.0,1,0,3292,56,244,15,108,4,15,50,6,7,1,6,8,0
1575,38201.0,0,1,3068,19,233,0,23,0,0,12,4,5,1,5,8,0
1576,45203.0,2,0,2709,4,35,3,67,10,8,24,1,3,1,3,6,1
1577,81574.0,0,0,2673,89,1252,0,465,46,35,0,1,4,5,8,1,2
1578,34935.0,0,0,2984,71,34,4,66,3,10,20,1,2,1,4,7,1
1579,60482.0,0,1,3133,81,255,43,134,37,14,24,1,7,2,7,7,0
1580,34633.0,2,1,2768,31,8,1,5,0,0,1,1,1,0,2,6,1
1581,78093.0,0,0,2811,53,368,32,639,13,43,10,1,4,7,5,1,2
1582,82460.0,0,0,2820,78,255,47,573,52,32,15,1,5,3,6,1,2
1583,45903.0,0,1,2678,80,33,8,10,2,10,3,2,2,1,3,4,1
1584,81361.0,0,0,2735,18,163,23,424,27,65,76,1,3,10,13,1,2
1585,35860.0,1,1,2652,37,15,0,8,4,2,20,2,1,1,2,5,1
1586,40442.0,1,1,3290,52,45,12,52,25,22,13,4,3,1,4,7,1
1587,61482.0,0,0,2613,39,48,58,68,16,66,43,1,3,2,6,2,2
1588,34968.0,1,0,3056,11,158,6,45,8,2,2,7,3,2,5,7,1
1589,75794.0,0,0,2798,33,754,160,625,63,32,48,1,7,5,12,3,2
1590,31497.0,0,1,3181,22,108,1,28,13,1,4,2,3,1,4,8,1
1591,74268.0,0,0,3111,83,199,66,315,97,174,41,1,4,3,5,2,2
1592,13724.0,1,0,3278,43,2,7,5,2,15,27,1,2,0,2,9,1
1593,45143.0,0,1,2918,74,202,5,74,11,5,14,3,6,1,5,7,0
1594,52569.0,0,1,2696,54,85,0,3,0,0,7,1,2,0,4,3,1
1595,48432.0,0,1,3230,3,322,3,50,4,3,42,5,7,1,6,8,0
1596,17144.0,1,1,2745,96,18,2,19,0,2,6,5,3,0,4,7,1
1597,36108.0,1,0,2868,68,141,8,129,3,11,47,3,7,1,4,9,1
1598,76445.0,1,0,3250,2,739,107,309,140,80,35,1,2,5,13,6,2
1599,36663.0,1,0,2676,40,18,0,6,3,3,5,1,1,1,3,2,1
1600,53843.0,0,1,2978,64,378,0,88,19,4,73,4,8,5,3,7,0
1601,90226.0,0,0,3252,26,1083,108,649,253,151,108,1,4,7,12,2,2
1602,70638.0,0,0,3004,69,1016,12,215,16,12,63,1,4,5,10,3,2
1603,44512.0,1,1,2914,57,23,1,6,0,0,2,2,1,0,3,4,1
1604,27116.0,1,1,2730,78,12,1,21,2,2,3,2,2,0,3,7,1
1605,54072.0,1,1,2948,71,35,0,4,0,0,0,1,2,0,2,8,1
1606,71855.0,0,1,3140,59,548,31,422,0,112,28,4,5,5,11,3,0
1607,51250.0,1,0,3067,28,342,32,230,34,32,40,5,10,5,4,9,0
1608,60432.0,0,1,2723,61,365,3,15,4,3,11,5,7,2,5,6,0
1609,65526.0,0,1,2690,22,397,19,69,12,0,9,1,4,4,8,2,0
1610,68655.0,0,0,3299,95,456,19,832,75,118,38,1,4,5,11,3,2
1611,12393.0,0,0,3183,38,5,6,15,11,7,13,1,2,0,3,9,1
1612,64509.0,0,0,2927,19,836,185,575,24,25,77,1,6,3,9,4,2
1613,33955.0,1,0,2935,92,100,2,128,23,7,10,4,5,1,5,8,1
1614,31353.0,1,1,2793,24,10,0,10,3,1,7,2,1,1,2,8,1
1615,55434.0,1,0,2878,21,238,115,215,169,69,76,3,5,3,13,4,2
1616,28359.0,1,0,2856,35,6,0,5,2,1,2,1,1,0,2,7,1
1617,57100.0,1,0,2653,9,158,11,99,15,11,17,2,3,2,7,3,1
1618,69139.0,0,1,2764,23,86,12,75,33,15,6,1,4,1,5,4,1
1619,52973.0,0,1,3209,92,856,0,76,12,9,199,7,9,6,9,8,0
1620,51717.0,0,1,2924,55,98,1,17,0,1,5,1,3,0,4,7,1
1621,18793.0,1,0,3144,14,4,16,20,0,17,20,3,2,0,4,8,1
1622,66664.0,0,0,3253,78,398,96,447,220,96,32,1,5,7,6,3,2
1623,50664.0,1,1,3140,64,313,8,104,6,4,126,9,8,1,6,9,0
1624,54414.0,1,1,3133,49,109,18,16,24,26,18,4,3,1,5,4,1
1625,54549.0,0,1,2729,8,216,2,6,0,0,9,2,5,1,4,7,0
1626,47111.0,0,1,3270,35,595,71,153,120,112,41,6,3,2,10,9,0
1627,41003.0,0,0,3080,11,123,133,142,71,44,88,1,6,2,8,6,2
1628,19444.0,1,0,2738,8,16,0,23,3,2,10,3,4,1,2,7,1
1629,36301.0,1,0,2858,53,11,12,35,3,5,12,1,3,0,3,7,1
1630,73059.0,0,1,2913,36,410,112,420,0,82,71,1,9,3,13,4,2
1631,42731.0,1,0,2862,64,159,2,51,6,2,24,3,4,1,5,5,1
1632,52854.0,1,1,2708,43,105,0,10,0,1,0,2,2,1,4,5,1
1633,22775.0,1,0,2986,40,5,1,8,0,0,1,1,1,0,2,8,1
1634,46681.0,0,2,2875,52,269,15,69,15,19,38,2,4,6,4,5,0
1635,59821.0,0,1,3054,11,629,0,70,0,0,35,6,11,2,7,8,0
1636,50002.0,0,1,2988,21,443,5,71,21,16,82,2,8,2,7,7,0
1637,69755.0,0,0,2881,23,217,77,373,111,23,93,1,3,6,12,1,2
1638,44078.0,1,1,2621,17,24,1,10,2,0,4,2,2,0,3,5,1
1639,30560.0,1,0,2978,6,9,1,5,4,5,7,1,1,0,3,7,1
1640,35924.0,1,1,2709,56,8,0,14,2,3,7,1,1,0,3,5,1
1641,64140.0,0,2,2890,71,1459,0,61,0,15,215,5,2,5,6,5,0
1642,56386.0,1,1,3221,51,230,48,214,13,32,75,8,9,1,7,9,0
1643,24594.0,1,0,2812,94,1,3,6,10,0,9,1,1,0,3,5,1
1644,75774.0,1,0,2669,27,340,21,134,258,14,56,1,7,5,8,4,2
1645,39228.0,0,0,3026,1,7,1,6,0,3,3,1,0,0,3,4,1
1646,58494.0,0,1,2810,56,298,7,68,4,0,19,2,6,2,6,6,0
1647,58684.0,0,0,2624,71,479,35,179,28,7,85,1,5,3,12,2,2
1648,57136.0,0,0,3018,18,267,140,599,34,12,127,1,7,5,7,6,2
1649,56551.0,1,1,2664,48,67,4,32,17,2,16,3,2,1,4,4,1
1650,22448.0,1,0,2734,86,3,1,8,23,2,18,3,2,1,3,3,1
1651,82014.0,0,0,3289,48,980,37,265,35,163,31,1,3,6,12,6,2
1652,34213.0,1,1,3271,2,50,4,28,6,3,26,3,3,1,2,9,1
1653,157146.0,0,0,3037,13,1,0,1725,2,1,1,0,0,28,0,1,2
1654,25358.0,0,1,2953,57,19,0,5,0,0,8,2,1,0,3,6,1
1655,35544.0,1,0,2724,77,30,5,23,4,1,4,1,2,0,3,7,1
1656,36634.0,0,1,3008,0,213,9,76,4,3,30,3,5,2,5,7,0
1657,62670.0,0,1,2758,57,539,30,92,80,46,38,1,5,3,13,3,0
1658,50334.0,0,1,2951,24,284,16,160,84,16,134,6,7,4,6,6,0
1659,72066.0,0,0,2617,55,1003,34,536,134,51,34,1,4,6,6,2,2
1660,50729.0,1,1,3034,62,239,13,143,45,4,52,9,6,2,7,6,0
1661,34916.0,2,0,3021,89,51,23,82,33,0,42,4,5,1,3,9,1
1662,64892.0,0,1,2642,77,527,24,230,32,24,65,2,6,4,12,4,0
1663,43602.0,1,1,2781,45,19,5,12,10,3,19,3,3,1,2,6,1
1664,33996.0,0,0,2902,46,40,2,15,8,0,6,1,1,1,3,4,1
1665,41473.0,1,0,2986,80,21,8,20,15,3,9,1,2,0,3,7,1
1666,63246.0,0,2,2924,60,593,30,91,29,22,7,1,6,3,12,4,0
1667,36732.0,1,1,2793,71,21,5,3,10,1,7,3,1,1,4,2,1
1668,69084.0,1,0,2833,43,1181,107,199,39,30,30,2,7,3,13,8,0
1669,77766.0,0,1,3103,97,1004,59,265,115,59,27,2,11,10,11,6,2
1670,37929.0,0,0,2945,49,202,2,46,3,2,10,2,4,2,5,7,1
1671,86610.0,0,0,2908,66,446,107,768,33,196,53,1,5,6,6,2,2
1672,80141.0,0,0,3145,20,1184,102,673,52,40,40,1,7,4,10,6,2
1673,72635.0,0,0,3002,54,390,22,323,104,35,107,1,6,8,6,3,2
1674,69016.0,0,1,3195,61,726,53,363,123,107,161,4,8,9,13,5,2
1675,20193.0,0,0,3189,18,8,8,22,24,11,9,1,1,1,4,4,1
1676,27573.0,1,0,3072,45,50,15,110,39,15,15,4,5,1,4,8,1
1677,15862.0,1,0,2978,26,1,1,4,11,9,10,1,1,0,3,8,1
1678,49544.0,1,0,3113,0,308,0,73,0,0,23,2,5,1,8,7,1
1679,33228.0,1,0,2768,28,22,2,31,7,4,5,1,2,0,3,7,1
1680,70440.0,0,0,2875,49,690,117,499,76,102,88,1,5,10,7,3,2
1681,38232.0,1,1,2774,84,43,5,28,7,6,33,4,3,1,3,5,1
1682,22554.0,1,1,3214,38,27,0,10,0,0,4,4,2,0,4,5,1
1683,23536.0,1,0,2636,53,6,0,3,0,0,1,1,0,0,3,3,1
1684,49413.0,0,1,2858,88,205,7,41,3,2,46,2,4,2,5,5,0
1685,42231.0,1,1,2707,99,24,0,8,0,1,4,1,1,0,3,5,1
1686,78789.0,0,0,3301,12,667,50,850,21,83,83,1,4,6,5,2,2
1687,56534.0,0,1,2952,35,691,7,61,10,0,46,4,10,4,7,8,0
1688,58350.0,0,1,3152,5,493,26,206,116,80,80,4,8,3,12,6,0
1689,81217.0,0,0,2956,77,493,70,324,146,40,84,1,3,7,11,1,2
1690,49090.0,0,1,2956,45,494,5,82,7,0,100,3,7,2,9,7,0
1691,61787.0,0,0,2969,71,621,73,414,78,48,85,1,8,4,6,5,2
1692,18169.0,1,0,3106,40,9,0,5,0,0,7,1,1,0,2,8,1
1693,24336.0,1,0,3282,82,1,6,2,8,2,12,1,1,0,2,7,1
1694,18222.0,0,0,3156,70,12,4,19,12,6,14,1,2,0,3,8,1
1695,62335.0,0,1,3013,87,243,131,217,85,6,26,2,3,3,13,2,2
1696,42033.0,1,1,3259,95,11,1,4,2,0,7,1,1,0,2,7,1
1697,86580.0,0,0,3098,72,532,21,127,26,20,20,0,4,2,5,1,2
1698,41437.0,1,1,3256,5,29,0,2,0,0,1,1,1,0,3,7,1
1699,73705.0,0,2,2727,86,612,91,520,258,107,107,2,9,6,8,5,2
1700,61064.0,0,1,3278,80,387,126,342,0,45,180,5,8,4,11,6,0
1701,38452.0,1,1,2702,62,56,0,14,0,0,2,3,3,0,3,7,1
1702,18358.0,1,0,2832,49,6,8,19,16,4,4,3,3,0,4,7,1
1703,55012.0,0,1,2711,85,582,0,65,0,0,13,6,8,2,9,5,0
1704,9722.0,1,0,3246,7,6,17,16,6,16,42,4,3,1,3,8,1
1705,38175.0,1,0,2890,6,70,6,69,2,3,3,3,3,1,4,7,1
1706,58656.0,0,1,3258,25,962,12,194,16,24,12,4,7,8,13,6,0
1707,52117.0,0,1,3293,55,112,10,107,30,0,20,2,5,2,4,7,0
1708,64813.0,1,0,2789,81,293,0,124,179,97,52,1,7,2,10,5,2
1709,54222.0,0,1,2731,98,199,12,31,3,12,7,1,3,3,5,3,1
1710,83512.0,0,0,2623,31,1060,61,835,80,20,101,1,4,7,10,1,2
1711,77520.0,0,1,2916,30,940,44,396,0,88,58,1,8,7,7,4,2
1712,41154.0,0,1,3057,98,44,2,11,2,3,7,1,1,0,4,5,1
1713,80398.0,0,0,3207,92,342,51,936,207,35,26,1,5,8,12,3,2
1714,18746.0,1,0,2642,41,2,10,11,12,9,20,2,3,0,3,6,1
1715,35196.0,1,0,3204,68,75,12,141,43,39,187,6,6,1,5,8,0
1716,60230.0,0,1,3016,78,520,20,367,39,81,40,2,6,3,6,5,0
1717,22108.0,1,1,2663,46,5,3,9,6,2,6,2,2,0,3,7,1
1718,44392.0,1,1,2908,71,87,5,71,7,12,29,5,4,1,4,7,1
1719,55424.0,0,1,3192,6,462,61,184,10,53,107,4,7,5,9,6,0
1720,17688.0,1,0,3143,82,2,2,1,3,1,2,1,1,0,2,8,1
1721,92491.0,0,0,3035,71,979,44,935,29,25,22,1,7,5,12,3,2
1722,90273.0,0,0,2808,32,704,129,853,120,74,111,1,5,6,7,2,2
1723,82571.0,0,0,2699,28,861,31,558,62,95,79,0,6,5,13,2,2
1724,38513.0,1,0,2763,20,172,3,115,16,0,18,5,6,1,5,8,1
1725,16653.0,1,0,2683,10,5,7,31,15,4,7,3,2,1,3,6,1
1726,42586.0,1,1,3219,7,194,2,56,0,0,0,5,4,1,6,8,0
1727,23529.0,0,1,3149,67,9,7,13,3,2,20,1,1,1,2,6,1
